index, matrix_size, precision, error, time, iterations, min_val, max_val
31, 5, 1.000000e-03, 1.341074e-19, 43556, 1, -1.000000e+09, 1.000000e+09, 
32, 5, 1.000000e-03, 6.288696e-19, 44444, 1, -1.000000e+09, 1.000000e+09, 
33, 5, 1.000000e-03, 1.037193e-19, 45333, 1, -1.000000e+09, 1.000000e+09, 
34, 5, 1.000000e-03, 1.073305e-19, 53778, 1, -1.000000e+09, 1.000000e+09, 
35, 5, 1.000000e-03, 1.152393e-18, 42223, 1, -1.000000e+09, 1.000000e+09, 
36, 5, 1.000000e-03, 1.191773e-18, 40889, 1, -1.000000e+09, 1.000000e+09, 
37, 5, 1.000000e-03, 3.748908e-19, 40889, 1, -1.000000e+09, 1.000000e+09, 
38, 5, 1.000000e-03, 7.003736e-19, 41333, 1, -1.000000e+09, 1.000000e+09, 
39, 5, 1.000000e-03, 1.906535e-18, 44889, 1, -1.000000e+09, 1.000000e+09, 
40, 5, 1.000000e-03, 1.365003e-18, 42666, 1, -1.000000e+09, 1.000000e+09, 
41, 5, 1.000000e-03, 6.400094e-19, 51555, 1, -1.000000e+09, 1.000000e+09, 
42, 5, 1.000000e-03, 1.349666e-18, 46667, 1, -1.000000e+09, 1.000000e+09, 
43, 5, 1.000000e-03, 6.205912e-19, 44000, 1, -1.000000e+09, 1.000000e+09, 
44, 5, 1.000000e-03, 4.174718e-19, 48444, 1, -1.000000e+09, 1.000000e+09, 
45, 5, 1.000000e-03, 3.411520e-19, 47111, 1, -1.000000e+09, 1.000000e+09, 
46, 5, 1.000000e-03, 1.178195e-18, 44889, 1, -1.000000e+09, 1.000000e+09, 
47, 5, 1.000000e-03, 1.018433e-18, 44444, 1, -1.000000e+09, 1.000000e+09, 
48, 5, 1.000000e-03, 1.266430e-18, 44445, 1, -1.000000e+09, 1.000000e+09, 
49, 5, 1.000000e-03, 2.665885e-19, 47556, 1, -1.000000e+09, 1.000000e+09, 
50, 5, 1.000000e-03, 1.635898e-18, 44000, 1, -1.000000e+09, 1.000000e+09, 
51, 5, 1.000000e-03, 8.015310e-19, 55555, 1, -1.000000e+09, 1.000000e+09, 
52, 5, 1.000000e-03, 2.356033e-19, 50222, 1, -1.000000e+09, 1.000000e+09, 
